Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
"101,724,402,501,687.00 ",Megumi愛.,These ads ran without a disclaimer,≤100,2
"25,102,313,915.00 ",Port of Long Beach,City of Long Beach,≤100,14
"183,792,172,090,826.00 ",Northern Virginia Clean Water Partners,Northern Virginia Regional Commission,≤100,3
"102,911,032,344,201.00 ",EinStrong,EINSTRONG FOUNDATION,≤100,8
"110,776,702,403,268.00 ",Right to Life Northeast Indiana,ALLEN COUNTY RIGHT TO LIFE,≤100,2
"157,680,114,277,765.00 ",Snake River Alliance,SNAKE RIVER ALLIANCE,≤100,6
"102,701,451,565,513.00 ",Keep Dallas Safe,Keep Dallas Safe,≤100,10
"103,649,939,028,193.00 ",Costa Mesa Confidential,Costa Mesa Confidential,≤100,17
"114,226,275,387,369.00 ",republicEn,republicEn,≤100,6
"285,017,061,510,900.00 ",The Ants and the Grasshopper,Generation Food,≤100,6
"385,494,895,552,183.00 ",Congressman Ed Case,The Office of Congressman Ed Case,≤100,1
"499,379,343,409,991.00 ",Impact Fund,"IMPACT FUND, THE",≤100,5
"1,475,978,805,992,830.00 ",Irvine Community News & Views,Irvine Community News & Views,≤100,1
"687,089,684,739,095.00 ",Vermont Gas Systems,VERMONT GAS SYSTEMS INC,≤100,11
"104,319,892,920.00 ",Michigan Republican Party,"the Michigan Republican Party with regulated funds. Not authorized by any candidate or candidate's committee. 520 Seymour Ave, Lansing MI 48933",≤100,10
"149,081,336,362.00 ",AmeriCorps VISTA,Corporation for National & Community Service,≤100,1
"517,185,715,005,608.00 ",Milbank LLP,Milbank LLP,≤100,30
"108,956,141,787,264.00 ",Alliance for Quality Broadband Maine,Alliance for Quality Broadband Maine,≤100,8
"110,156,900,412,053.00 ",Benefits Enrollment Center,Evelyn Margaret Mclarty,≤100,2
"97,466,887,664.00 ",Innocence Project,"INNOCENCE PROJECT, INC., THE",≤100,9
"11,111,618,026.00 ",Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",≤100,2
"5,435,784,683.00 ",Greenpeace USA,"GREENPEACE, INC.",≤100,37
"361,960,287,311,696.00 ",Better Medicare Alliance,"Better Medicare Alliance, Inc",≤100,1
"192,153,270,853,678.00 ","Lira Bravo Law, PLLC",Lira Bravo Law PLLC,≤100,11
"100,517,736,205,311.00 ",MTM,MIKE TER MAAT FOR PRESIDENT,≤100,2
"217,689,858,405,382.00 ",Assemblymember Freddie Rodriguez,Freddie Rodriguez for Assembly FPPC #1414249,≤100,2
"87,377,228,013.00 ",Side with Love,UNITARIAN UNIVERSALIST ASSOCIATION,≤100,3
"312,657,362,217,994.00 ",Women's Heart Alliance,Women's Heart Alliance,≤100,25
"341,036,202,607,871.00 ",Americans for Prosperity - South Carolina,AMERICANS FOR PROSPERITY,≤100,11
"330,911,634,020,258.00 ",Billy Nungesser Lt. Governor of Louisiana,Louisiana Office of Lieutenant Governor,≤100,2
"896,759,427,103,774.00 ",Modern Medicaid Alliance,Modern Medicaid Alliance,≤100,18
"338,758,899,543,225.00 ",Alan Wilson,Alan Wilson for Attorney General,≤100,5
"596,124,160,422,158.00 ",Engineers Labor Employer Cooperative ELEC,Local 825 Labor Management Fund,≤100,3
"123,500,462,249.00 ",Oregon Food Bank,"OREGON FOOD BANK, INC.",≤100,35
"1,375,303,095,849,790.00 ",Hidalgo County Bail Bond Association,Rene Andres Anzaldua,≤100,1
"104,977,525,752,112.00 ",Freedom of Patriots,Freedom of Patriots,≤100,4
"642,457,449,273,825.00 ",The Grade,The Grade,≤100,5
"237,404,006,289,882.00 ",Michigan Council of Nurse Practitioners,Michigan Council of Nurse Practitioners,≤100,1
"1,008,962,549,192,400.00 ",San Bernardino County Auditor-Controller/Treasurer/Tax Collector,San Bernardino County Auditor-Controller/Treasurer/Tax Collector,≤100,1
"204,626,306,331,350.00 ",Up to Us,NET IMPACT,≤100,12
"109,100,784,567,391.00 ",The Spirit of VMI,Spirit of VMI PAC,≤100,2
"534,332,363,577,954.00 ",Political scrapbook,David Granville Hough,≤100,14
"403,737,406,341,879.00 ",National Women's Health Network,NATIONAL WOMENS HEALTH NETWORK,≤100,2
"418,894,668,649,288.00 ","Tracy Jennings, Public Servant","Tracy Jennings, Public Servant",≤100,1
"1,460,967,490,803,130.00 ",Carolina Journal,JOHN LOCKE FOUNDATION INC,≤100,5
"138,290,759,549,138.00 ","Hope Clinic for Women in Granite City, Illinois",Hope Clinic for Women,≤100,9
"111,595,954,557,199.00 ",Kevin Adams,Adams for Senate,≤100,2
"300,771,948,461.00 ",County Health Rankings & Roadmaps,County Health Rankings & Roadmaps,≤100,2
"102,015,179,210,538.00 ",Oficina de Beneficios Estadounidenses,Heartwork global,≤100,3
"111,495,005,590,988.00 ",Pattern,Pattern Energy,≤100,3
"1,617,275,005,181,930.00 ",District Attorney John Weddle,John David Weddle,≤100,2
"114,301,413,446,447.00 ",The Climate Initiative,Kennebunkport Climate Initiative,≤100,7
"103,328,515,934,791.00 ",Take Back 2024,The Blue State Conservative,≤100,1
"100,535,139,017,878.00 ",Renew Nevada,Western Freedom,≤100,4
"2,045,942,335,655,980.00 ",Fort Wayne Metropolitan Human Relations Commission,"City of Fort Wayne, Metropolitan Human Relations Commission",≤100,1
"83,221,648,429.00 ",The D'Addario Foundation,D ADDARIO MUSIC FOUNDATION INC,≤100,5
"25,749,319,177.00 ",ACLUOhio,ACLU of Ohio,≤100,2
"400,505,623,360,875.00 ",SEIU Virginia 512,SEIU Virginia 512,≤100,8
"136,362,309,708,243.00 ",Restaurant Opportunities Centers United (ROC United),"RESTAURANT OPPORTUNITIES CENTERS (ROC) UNITED, INC.",≤100,2
"234,142,976,633,158.00 ",Wake Up World & Smell the Coffee,Edith Dume Lerner,≤100,2
"109,970,185,148,750.00 ",National Senior Relief Group - NSRG,Zachary David Rucker,≤100,4
"510,682,295,654,796.00 ",Idaho Fish & Wildlife Foundation,Idaho Fish & Wildlife Foundation,≤100,3
"569,361,099,890,885.00 ",Love NV Waters,Nevada Department of Transportation,≤100,6
"14,226,615,647.00 ",People For the American Way,People For the American Way,≤100,31
"327,490,001,128,824.00 ",ComplaintBox,Sift Legal Marketing LLC,≤100,2
"116,064,745,113,092.00 ",Neighborhood Sun,Neighborhood Sun Benefit Corp,≤100,15
"108,104,431,853,639.00 ",Southwest Michigan Solar Project,Southwest Michigan Solar Project,≤100,3
"107,618,578,223,660.00 ",California Courier,California Courier,≤100,20
"103,530,021,364,583.00 ",Carolina Forward,North Carolina Forward,≤100,3
"106,050,588,962,760.00 ",Citizens for Better Government,Citizens for Better Government,≤100,14
"192,738,164,073,627.00 ",A Better Balance,A Better Balance,≤100,39
"2,188,424,341,404,610.00 ",Project Ready,Project Ready,≤100,35
"1,408,002,799,225,750.00 ",Casper PRIDE,Casper Pride,≤100,2
"142,474,049,098,533.00 ",Robert Reich,Inequality Media,≤100,19
"100,282,722,850,050.00 ",Agencia Andale Seguro,Jimenez and Financial Group LLC,≤100,5
"106,774,502,036,634.00 ",Wild Rose Wind - Steelhead,Wild Rose Wind,≤100,2
"100,571,575,681,063.00 ",Renew Utah,Western Freedom,≤100,4
"192,609,620,649.00 ",The University of Chicago,The University of Chicago,≤100,68
"100,607,179,026,941.00 ",Of Thee I Sing 1776,Harold Gershowitz,≤100,8
"237,158,469,893.00 ",YWCA Minneapolis,YWCA Minneapolis,≤100,15
"109,023,521,490,042.00 ",Renew Colorado,Western Freedom,≤100,4
"106,636,928,696,502.00 ",John Massoud,MASSOUD FOR SENATE,≤100,1
"341,442,011,598.00 ",Blue Valley Community Action Partnership - BVCA,Blue Valley Community Action Partnership,≤100,1
"107,221,488,562,848.00 ",Crossover Wind,"Crossover Wind, LLC",≤100,2
"110,003,135,240,961.00 ",Pride of America,Pride of American,≤100,3
"143,173,285,763.00 ",Tenth Amendment Center,Tenth Amendment Center,≤100,18
"122,671,561,263,552.00 ",Committee for Better Banks,"COMMUNICATIONS WORKERS OF AMERICA, AFL-CIO, CLC",≤100,7
"763,000,273,792,787.00 ",Frank Ruff,Ruff for Senate,≤100,1
"128,334,087,241,432.00 ",Todd Starnes,Starnes Media Group LLC,≤100,1
"1,504,873,886,306,340.00 ",Bryan Steil,"STEIL FOR WISCONSIN, INC.",≤100,3
"101,302,035,789,036.00 ",Lost Island Wind,"Lost Island Wind Energy, LLC",≤100,2
"110,700,067,011,185.00 ",No Dem Left Behind PAC,NO DEM LEFT BEHIND PAC,≤100,2
"304,953,186,983.00 ",Planned Parenthood of Greater New York,Planned Parenthood of Greater New York,≤100,1
"107,795,821,542,589.00 ",Sami Scheetz,Scheetz for Iowa,≤100,3
"80,562,389,320.00 ",NARAL Pro-Choice America,NARAL PRO-CHOICE AMERICA CORP,≤100,1
"531,816,743,627,392.00 ",GROHE,These ads ran without a disclaimer,≤100,2
"141,604,855,870,718.00 ",abrdn,These ads ran without a disclaimer,≤100,3
"100,511,632,833,476.00 ",We Believe,We Believe,≤100,12
"105,334,892,381,660.00 ",AmericanTowns Politics,AMERICAN TOWNS,≤100,2
"353,237,777,925.00 ",Pennsylvania House Dems,Pennsylvania House Democratic Campaign Committee,≤100,1
"103,733,440,984,818.00 ",ReNew Mexico,ReNew Mexico,≤100,4
"224,346,480,985,378.00 ",Convergence Magazine,Convergence Magazine,≤100,2
"139,151,419,572,310.00 ",Lance Gooden,LANCE GOODEN FOR CONGRESS COMMITTEE,≤100,2
"60,682,866,560.00 ",Citizens Utility Board,CITIZENS UTILITY BOARD,≤100,4
"109,715,548,073,236.00 ",Renew Arizona,Renew Arizona,≤100,4
"108,099,365,294,710.00 ",Vision for Washington,The Washington Academy of Eye Physicians & Surgeons,≤100,9
"102,784,342,640,570.00 ",Better Nation Guide,Hot Review Products,≤100,2
"109,890,441,469,626.00 ","Get Loud, Arkansas","Get Loud, Arkansas!",≤100,1
"120,778,038,066,631.00 ",EveryLibrary,EveryLibrary,≤100,1
"589,658,204,411,894.00 ",Office of South Carolina Treasurer Curtis Loftis,Future Scholar. Administered by State Treasurer Curtis Loftis. Not paid for with state funds.,≤100,5
"311,887,399,212,832.00 ",EZ Health Marketplace,SMART INSURANCE IQ INC,≤100,2
"100,284,648,021,034.00 ",New Tolerance Campaign,New Tolerance Campaign,≤100,2
"105,060,269,781.00 ",Premiere Collectibles,"Premiere Marketing, Inc.",≤100,1
"1,553,978,148,244,950.00 ",Build With Strength,Build With Strength,≤100,5
"111,270,945,085,853.00 ",Stand Up WI Middle Class,Real Voices Media,≤100,6
"101,319,825,565,305.00 ",Lacayo Group Inc,LACAYO GROUP INC,≤100,3
"111,102,918,433,798.00 ",Retired in Wisconsin,Real Voices Media,≤100,6
"109,118,211,910,879.00 ",Mr. 45,Green Straw LLC,≤100,5
"106,070,881,520,645.00 ",Advance Colorado,Advance Colorado,≤100,9
"291,102,898,490,822.00 ",Conservative Comedy Store,Conservative Comedy Store,≤100,10
"104,427,742,446,617.00 ",LGBTQ in Wisconsin,Real Voices Media,≤100,6
"111,368,091,748,236.00 ",Here and Queer Michigan,Real Voices Media,≤100,6
"802,940,926,528,399.00 ",Francisco Paulino,Francisco E Paulino,≤100,1
"69,717,994,787.00 ",buildOn,BUILDON INC,≤100,10
"309,798,029,121,030.00 ",Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,≤100,4
"250,937,275,581,234.00 ",Problk Health,Problk Health LLC,≤100,1
"277,756,465,583,061.00 ",Axs Health Insurance Agency,AXS Health,≤100,3
"1,439,646,729,592,360.00 ",The Petroleum Alliance of Oklahoma,The Petroleum Alliance of Oklahoma,≤100,4
"128,113,162,067,507.00 ",Travel MICH,Real Voices Media,≤100,6
"309,798,029,121,030.00 ",Everytown for Gun Safety,Everytown for Gun Safety Support Fund Inc,≤100,4
"223,877,166,285,997.00 ",MI Foes of FOX,Real Voices Media,≤100,10
"655,065,784,538,368.00 ",PredictIt,"PredictIt - Prediction Markets. A project of Victoria University of Wellington, PredictIt has been established to facilitate research into the way markets forecast events.",≤100,2
"108,155,598,473,433.00 ",American Patriot News,Krista D Bloch,≤100,2
"104,172,389,094,689.00 ",T. Hermana Cielo Amparo,Astrología Cielo Amparo,≤100,1
"106,001,278,558,202.00 ",For The Love Of News,Krista D Bloch,≤100,2
"103,592,378,623,592.00 ",Truth Over Tribe,Truth Over Tribe,≤100,6
"417,522,508,294,454.00 ",Job Creators Network,Job Creators Network,≤100,3
"107,194,901,037,259.00 ","I'm American, Born & Raised",Nicholas Pagnotta,≤100,1
"117,205,080,124,077.00 ",Good News Milwaukee,Real Voices Media,≤100,5
"101,581,329,115,492.00 ",Freedom Street,Jason Donald Robertson,≤100,2
"104,589,240,921,549.00 ",Stephen Cohen for Miami Beach City Commission,Stephen Bradley Cohen,≤100,2
"541,807,025,833,154.00 ",Malala Fund,Malala Fund,≤100,7
"108,641,741,851,973.00 ",Magic Valley Energy,Magic Valley Energy LLC,≤100,41
"99,056,648,937.00 ",NIAC,NIAC Action,≤100,1
"110,010,433,804,232.00 ",Standing For Freedom Center,Standing for Freedom Center,≤100,6
"2,070,944,712,939,730.00 ",American Police Officers Alliance,American Police Officers Alliance,≤100,2
"58,889,234,384.00 ",Planned Parenthood of Orange and San Bernardino Counties,Planned Parenthood of Orange and San Bernardino Counties,≤100,6
"174,902,526,478,689.00 ",Faith In Colorado,Faith in Colorado,≤100,22
"12,596,759,677.00 ",RAICES,REFUGEE AND IMMIGRANT CENTER FOR EDUCATION AND LEGAL SERVICES,≤100,1
"173,347,889,382,554.00 ",UZ Marketing,UZ Marketing,≤100,10
"6,954,880,804.00 ",Green America,GREEN AMERICA,≤100,32
"101,953,838,806,048.00 ",Uplands Wind,Uplands Wind,≤100,2
"493,259,914,113,631.00 ",GOTit Social Shopping,These ads ran without a disclaimer,≤100,1
"381,144,248,486.00 ",Arizona Small Business Association,Arizona Small Business Association,≤100,6
"103,234,915,883,299.00 ",Jenny Gonzalez Seguros,Jimenez Insurance and Financial Group LLC,≤100,3
"100,806,058,498,601.00 ",Long Lead,"Long Lead, LLC",≤100,7
"202,118,643,480,925.00 ",Claudia Mariaca,Claudia Mariaca Campaign,≤100,1
"163,577,940,643,007.00 ",Mac Warner for West Virginia,Mac Warner for West Virginia,≤100,1
"214,061,167,976.00 ",El Tiempo Latino,MASTV EL PLANETA LLC,≤100,31
"199,891,603,386,344.00 ",Common Ground Committee,Common Ground Committee,≤100,3
"1,731,084,720,451,490.00 ",Saprea,The Younique Foundation,≤100,1
"102,972,692,571,001.00 ",Valpo Solar,Valpo Solar,≤100,4
"108,615,842,526,079.00 ",The Ronald Reagan Presidential Foundation and Institute,The Ronald Reagan Presidential Foundation and Institute,≤100,1
"140,811,192,605,578.00 ",Tech Goes Home,TECH GOES HOME INC,≤100,4
"197,684,344,158,986.00 ",Homa,These ads ran without a disclaimer,≤100,1
"323,093,251,713,475.00 ",Brett Kokinadis,Stop MLG,≤100,1
"159,512,777,444,932.00 ",FPA Women's Health,Family Planning Associates Medical Group Inc.,≤100,1
"201,956,993,160,690.00 ",MRCTV,MEDIA RESEARCH CENTER,≤100,1
"111,044,621,745,187.00 ",Liberty News,Michael Scott Hughes,≤100,3
"27,461,595,703.00 ",Carbonfund,Carbonfund.org Foundation,≤100,15
"20,603,236,087.00 ",Love146,"LOVE146, INC.",≤100,66
"1,835,838,916,635,490.00 ",Transamerica Institute,Transamerica Center for Health Studies,≤100,6
"108,615,842,526,079.00 ",The Ronald Reagan Presidential Foundation and Institute,The Ronald Reagan Presidential Foundation and Institute,≤100,1
"53,797,383,417.00 ",The National Urban League,"NATIONAL URBAN LEAGUE, INC.",≤100,4
"321,424,962,053,199.00 ",MetroConnects,Metro Connects,≤100,12
"140,155,342,671,005.00 ",Sempervirens Fund,SEMPERVIRENS FUND,≤100,3
"104,678,691,768,747.00 ",Floridians For Honest Lending,Floridians For Honest Lending,≤100,1
"172,683,773,493.00 ",CornerHouse,CORNER HOUSE,≤100,1
"209,871,896,464,076.00 ",Today's Real Talk,Today's Real Talk,≤100,32
"109,923,480,914,937.00 ",North Carolina Education Corps,NC Education Corps,≤100,5
"1,251,852,821,642,920.00 ",Democracy Found,Fix the System – WI (DBA Democracy Found),≤100,12
"111,830,648,290,191.00 ",Heisler Park Press,Heisler Park Press,≤100,12
"1,018,654,714,824,450.00 ",Maccabee Task Force,Maccabee Task Force Foundation,≤100,2
"107,014,711,872,980.00 ",TUSK,"Virtual World Computing, LLC",≤100,1
"160,630,887,998,827.00 ",Let Them Live,Nathan Montgomery Berning,≤100,1
"204,851,829,969,402.00 ",North Dakota Human Rights Film & Arts Festival,The Human Family,≤100,4
"87,777,747,127.00 ",Greg Palast,Palast Investigative Fund,≤100,1
"106,862,204,671,108.00 ",The Deplorable Americans,Justin Gustafson,≤100,2
"727,959,664,226,782.00 ",Grow Tallahassee,"Grow Tallahassee, Inc.",≤100,1
"100,850,402,106,210.00 ",Heritage Prairie Renewable,Heritage Prairie Renewable,≤100,1
"192,742,981,927.00 ",SEIU Healthcare Minnesota and Iowa,SEIU Healthcare MN,≤100,1
"10,803,722,213.00 ",Common Cause,COMMON CAUSE,≤100,3
"192,926,884,076,581.00 ",Hartford Foundation for Public Giving,HARTFORD FOUNDATION FOR PUBLIC GIVING,≤100,1
"104,669,815,210,540.00 ",A Healthier Ohio Now,A Healthier Ohio Now,≤100,3
"1,674,259,952,634,950.00 ",Kevin Walsh,Kevin Walsh for Kyrene School Board,≤100,1
"106,202,925,531,256.00 ",Huntington Beach Beat,Huntington Beach Beat,≤100,11
"101,421,051,897,848.00 ",Congresswoman Mary Miller,United States House of Representatives,≤100,2
"106,769,207,829,289.00 ",Teen Info Corner,JEWISH FAMILY & CHILDREN'S SERVICE OF GREATER PHILADELPHIA,≤100,2
"262,902,450,432.00 ",TeachKind,PEOPLE FOR ETHICAL TREATMENT OF ANIMALS INC,≤100,1
"289,118,096,954.00 ",Rockford Urban Ministries,Illinois Network for Pretrial Justice,≤100,1
"86,711,894,400.00 ",National Write Your Congressman,National Write Your Congressman,≤100,3
"104,291,022,275,832.00 ",Firefly Solar,Firefly Solar,≤100,6
"96,953,371,815.00 ",UJA-Federation of New York,UJA-Federation of New York,≤100,2
"490,374,428,003,966.00 ",Oklahomans For Energy Options,Oklahomans For Energy Options,≤100,2
"1,603,582,546,554,230.00 ",Texas Commission on Environmental Quality,These ads ran without a disclaimer,≤100,1
"708,626,382,532,452.00 ",Opportunity Scholarship Fund,Opportunity Scholarship Fund,≤100,13
"279,890,513,018.00 ",Islamic Networks Group - ING,"ISLAMIC NETWORKS, INC.",≤100,4
"104,178,704,279,594.00 ",Main St. First,Resource Media,≤100,6
"18,017,481,462.00 ",Acton Institute,Acton Institute,≤100,7
"272,448,910,078,392.00 ",Illinois Petroleum Resources Board,ILLINOIS PETROLEUM RESOURCES BOARD,≤100,2
"101,466,816,025,710.00 ",Renew Healthcare,Quantum Digital Media Inc.,≤100,2
"100,123,286,264,769.00 ",Tanner DiBella,American Council for Evangelicals,≤100,4
"659,878,157,406,228.00 ",America's Warrior Partnership,America's Warrior Partnership,≤100,4
"100,158,948,453,494.00 ",Lars for President,LARS MAPSTEAD FOR PRESIDENT,≤100,1
"103,482,538,845,527.00 ",Conservative Truth,Home of the Brave Media LLC,≤100,1
"101,437,432,582,765.00 ",The Center for Infrastructure and Economic Development,Center for Infrastructure and Economic Development Inc.,≤100,3
"103,665,368,802,136.00 ",Operation Red Wall,Krista D Bloch,≤100,1
"226,999,127,329,906.00 ",New York Immigration Lawyer,These ads ran without a disclaimer,≤100,1
"379,108,902,583,052.00 ",Climate Change Truth,CLIMATE CHANGE TRUTH INC.,≤100,2
